id_venda,id_cliente,nome_cliente,cidade,estado,id_produto,produto,categoria,data,quantidade,preco_unitario
514,122,Simone Araújo,Dourados,MS,208,Adubo MAP,Fertilizantes,2024-08-29,14,210.0
515,112,Patrícia Nogueira,Patos de Minas,MG,204,Fungicida Triazol,Defensivos,2024-05-23,27,950.0
516,109,Marcos Vinícius,Campo Grande,MS,201,Adubo NPK 20-05-20,Fertilizantes,2024-03-24,17,120.5
517,101,João Silva,Rondonópolis,MT,208,Adubo MAP,Fertilizantes,2024-10-20,31,210.0
518,102,Maria Souza,Rondonópolis,MT,205,Calcário Agrícola,Corretivos,2024-03-20,25,45.0
519,110,Juliana Pires,Uberlândia,MG,202,Sementes de Milho,Sementes,2024-04-06,25,350.0
520,122,Simone Araújo,Goioerê,PR,207,Inseticida Sistêmico,Defensivos,2024-03-21,24,680.0
521,119,Diego Fonseca,Dourados,MS,207,Inseticida Sistêmico,Defensivos,2024-06-28,27,680.0
522,115,Eduardo Rangel,Jataí,GO,204,Fungicida Triazol,Defensivos,2024-08-11,27,950.0
523,121,Felipe Guedes,Cuiabá,MT,206,Sementes de Soja,Sementes,2024-04-10,15,420.0
524,112,Patrícia Nogueira,Rio Verde,GO,201,Adubo NPK 20-05-20,Fertilizantes,2024-11-24,39,120.5
525,111,Bruno Teixeira,Dourados,MS,208,Adubo MAP,Fertilizantes,2024-11-21,3,210.0
526,122,Simone Araújo,Patos de Minas,MG,208,Adubo MAP,Fertilizantes,2024-07-24,11,210.0
527,102,Maria Souza,Dourados,MS,206,Sementes de Soja,Sementes,2024-12-10,2,420.0
528,105,Pedro Lima,Umuarama,PR,202,Sementes de Milho,Sementes,2024-09-22,6,350.0
529,122,Simone Araújo,Curitiba,PR,202,Sementes de Milho,Sementes,2024-12-27,25,350.0
530,125,André Ribeiro,Toledo,PR,202,Sementes de Milho,Sementes,2024-04-21,10,350.0
531,102,Maria Souza,Cascavel,PR,202,Sementes de Milho,Sementes,2024-01-04,3,350.0
532,116,Tatiane Lopes,Cascavel,PR,208,Adubo MAP,Fertilizantes,2024-06-15,10,210.0
533,109,Marcos Vinícius,Cuiabá,MT,205,Calcário Agrícola,Corretivos,2024-09-14,1,45.0
534,125,André Ribeiro,Londrina,PR,206,Sementes de Soja,Sementes,2024-04-17,12,420.0
535,117,Gustavo Azevedo,Campo Grande,MS,206,Sementes de Soja,Sementes,2024-05-20,24,420.0
536,106,Rafael Costa,Londrina,PR,206,Sementes de Soja,Sementes,2024-06-15,8,420.0
537,105,Pedro Lima,Piracicaba,SP,203,Herbicida Glifosato,Defensivos,2024-04-24,3,780.0
538,102,Maria Souza,Jataí,GO,206,Sementes de Soja,Sementes,2024-04-27,19,420.0
539,122,Simone Araújo,Cuiabá,MT,206,Sementes de Soja,Sementes,2024-02-14,36,420.0
540,104,Ana Martins,Assis Chateaubriand,PR,207,Inseticida Sistêmico,Defensivos,2024-01-14,18,680.0
541,121,Felipe Guedes,Dourados,MS,208,Adubo MAP,Fertilizantes,2024-10-07,1,210.0
542,112,Patrícia Nogueira,Cascavel,PR,203,Herbicida Glifosato,Defensivos,2024-09-18,10,780.0
543,106,Rafael Costa,Curitiba,PR,206,Sementes de Soja,Sementes,2024-02-24,18,420.0
544,122,Simone Araújo,Curitiba,PR,203,Herbicida Glifosato,Defensivos,2024-08-04,8,780.0
545,113,Renato Farias,Goioerê,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-01-06,15,120.5
546,125,André Ribeiro,Londrina,PR,204,Fungicida Triazol,Defensivos,2024-11-11,12,950.0
547,103,Carlos Pereira,Maringá,PR,202,Sementes de Milho,Sementes,2024-01-25,18,350.0
548,109,Marcos Vinícius,Goioerê,PR,204,Fungicida Triazol,Defensivos,2024-04-19,27,950.0
549,116,Tatiane Lopes,Rondonópolis,MT,206,Sementes de Soja,Sementes,2024-03-19,39,420.0
550,103,Carlos Pereira,Cuiabá,MT,202,Sementes de Milho,Sementes,2024-05-19,26,350.0
551,117,Gustavo Azevedo,Dourados,MS,203,Herbicida Glifosato,Defensivos,2024-10-22,31,780.0
552,113,Renato Farias,Goioerê,PR,203,Herbicida Glifosato,Defensivos,2024-06-04,2,780.0
553,125,André Ribeiro,Campo Grande,MS,205,Calcário Agrícola,Corretivos,2024-07-31,13,45.0
554,108,Fernanda Alves,Uberlândia,MG,208,Adubo MAP,Fertilizantes,2024-01-27,6,210.0
555,105,Pedro Lima,Goioerê,PR,205,Calcário Agrícola,Corretivos,2024-10-24,40,45.0
556,109,Marcos Vinícius,Patos de Minas,MG,204,Fungicida Triazol,Defensivos,2024-09-23,33,950.0
557,102,Maria Souza,Ribeirão Preto,SP,203,Herbicida Glifosato,Defensivos,2024-07-29,20,780.0
558,124,Vanessa Pacheco,Piracicaba,SP,206,Sementes de Soja,Sementes,2024-03-26,6,420.0
559,121,Felipe Guedes,Cascavel,PR,205,Calcário Agrícola,Corretivos,2024-04-23,24,45.0
560,114,Camila Barros,Goioerê,PR,206,Sementes de Soja,Sementes,2024-04-18,17,420.0
561,121,Felipe Guedes,Ourinhos,SP,203,Herbicida Glifosato,Defensivos,2024-09-03,20,780.0
562,119,Diego Fonseca,Assis Chateaubriand,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-10-27,35,120.5
563,101,João Silva,Maringá,PR,205,Calcário Agrícola,Corretivos,2024-02-11,11,45.0
564,114,Camila Barros,Piracicaba,SP,203,Herbicida Glifosato,Defensivos,2024-05-21,14,780.0
565,114,Camila Barros,Assis Chateaubriand,PR,208,Adubo MAP,Fertilizantes,2024-06-13,34,210.0
566,125,André Ribeiro,Uberlândia,MG,204,Fungicida Triazol,Defensivos,2024-02-01,9,950.0
567,103,Carlos Pereira,Cascavel,PR,208,Adubo MAP,Fertilizantes,2024-04-04,20,210.0
568,123,Rodrigo Mello,Curitiba,PR,202,Sementes de Milho,Sementes,2024-08-05,20,350.0
569,119,Diego Fonseca,Goioerê,PR,204,Fungicida Triazol,Defensivos,2024-01-19,1,950.0
570,115,Eduardo Rangel,Cuiabá,MT,207,Inseticida Sistêmico,Defensivos,2024-07-16,21,680.0
571,102,Maria Souza,Goioerê,PR,202,Sementes de Milho,Sementes,2024-06-02,23,350.0
572,123,Rodrigo Mello,Curitiba,PR,202,Sementes de Milho,Sementes,2024-03-23,16,350.0
573,106,Rafael Costa,Campo Grande,MS,201,Adubo NPK 20-05-20,Fertilizantes,2024-11-27,31,120.5
574,120,Larissa Cunha,Maringá,PR,208,Adubo MAP,Fertilizantes,2024-06-07,8,210.0
575,105,Pedro Lima,Curitiba,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-12-16,16,120.5
576,107,Lucas Rocha,Londrina,PR,206,Sementes de Soja,Sementes,2024-09-25,22,420.0
577,102,Maria Souza,Umuarama,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-04-26,10,120.5
578,123,Rodrigo Mello,Ourinhos,SP,208,Adubo MAP,Fertilizantes,2024-11-09,1,210.0
579,105,Pedro Lima,Umuarama,PR,202,Sementes de Milho,Sementes,2024-07-26,5,350.0
580,120,Larissa Cunha,Assis Chateaubriand,PR,205,Calcário Agrícola,Corretivos,2024-09-15,22,45.0
581,102,Maria Souza,Ourinhos,SP,204,Fungicida Triazol,Defensivos,2024-03-07,26,950.0
582,124,Vanessa Pacheco,Assis Chateaubriand,PR,205,Calcário Agrícola,Corretivos,2024-06-11,17,45.0
583,112,Patrícia Nogueira,Piracicaba,SP,204,Fungicida Triazol,Defensivos,2024-10-04,16,950.0
584,124,Vanessa Pacheco,Curitiba,PR,204,Fungicida Triazol,Defensivos,2024-01-07,28,950.0
585,116,Tatiane Lopes,Cuiabá,MT,206,Sementes de Soja,Sementes,2024-08-31,13,420.0
586,118,Aline Moreira,Cuiabá,MT,208,Adubo MAP,Fertilizantes,2024-01-21,9,210.0
587,104,Ana Martins,Piracicaba,SP,203,Herbicida Glifosato,Defensivos,2024-11-22,20,780.0
588,102,Maria Souza,Rondonópolis,MT,207,Inseticida Sistêmico,Defensivos,2024-01-08,40,680.0
589,114,Camila Barros,Dourados,MS,203,Herbicida Glifosato,Defensivos,2024-02-03,17,780.0
590,120,Larissa Cunha,Cascavel,PR,206,Sementes de Soja,Sementes,2024-06-06,20,420.0
591,123,Rodrigo Mello,Cascavel,PR,204,Fungicida Triazol,Defensivos,2024-07-28,25,950.0
592,103,Carlos Pereira,Ourinhos,SP,205,Calcário Agrícola,Corretivos,2024-03-09,32,45.0
593,112,Patrícia Nogueira,Rio Verde,GO,206,Sementes de Soja,Sementes,2024-12-05,39,420.0
594,113,Renato Farias,Presidente Prudente,SP,206,Sementes de Soja,Sementes,2024-09-22,20,420.0
595,122,Simone Araújo,Maringá,PR,203,Herbicida Glifosato,Defensivos,2024-05-11,12,780.0
596,110,Juliana Pires,Toledo,PR,204,Fungicida Triazol,Defensivos,2024-05-03,33,950.0
597,111,Bruno Teixeira,Ribeirão Preto,SP,204,Fungicida Triazol,Defensivos,2024-06-17,31,950.0
598,106,Rafael Costa,Goioerê,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-09-25,20,120.5
599,108,Fernanda Alves,Cascavel,PR,202,Sementes de Milho,Sementes,2024-05-15,4,350.0
600,109,Marcos Vinícius,Londrina,PR,205,Calcário Agrícola,Corretivos,2024-07-09,15,45.0
601,115,Eduardo Rangel,Maringá,PR,203,Herbicida Glifosato,Defensivos,2024-04-23,24,780.0
602,120,Larissa Cunha,Assis Chateaubriand,PR,206,Sementes de Soja,Sementes,2024-01-24,2,420.0
603,109,Marcos Vinícius,Rondonópolis,MT,201,Adubo NPK 20-05-20,Fertilizantes,2024-07-06,10,120.5
604,112,Patrícia Nogueira,Campo Grande,MS,202,Sementes de Milho,Sementes,2024-07-19,23,350.0
605,120,Larissa Cunha,Cuiabá,MT,207,Inseticida Sistêmico,Defensivos,2024-10-29,18,680.0
606,115,Eduardo Rangel,Assis Chateaubriand,PR,208,Adubo MAP,Fertilizantes,2024-12-24,27,210.0
607,122,Simone Araújo,Ourinhos,SP,207,Inseticida Sistêmico,Defensivos,2024-07-05,10,680.0
608,124,Vanessa Pacheco,Umuarama,PR,206,Sementes de Soja,Sementes,2024-11-25,5,420.0
609,113,Renato Farias,Ribeirão Preto,SP,205,Calcário Agrícola,Corretivos,2024-08-07,3,45.0
610,101,João Silva,Assis Chateaubriand,PR,206,Sementes de Soja,Sementes,2024-08-11,37,420.0
611,106,Rafael Costa,Goioerê,PR,206,Sementes de Soja,Sementes,2024-05-23,30,420.0
612,118,Aline Moreira,Rondonópolis,MT,203,Herbicida Glifosato,Defensivos,2024-12-12,39,780.0
613,123,Rodrigo Mello,Jataí,GO,202,Sementes de Milho,Sementes,2024-12-21,17,350.0
614,103,Carlos Pereira,Jataí,GO,204,Fungicida Triazol,Defensivos,2024-03-08,32,950.0
615,115,Eduardo Rangel,Rio Verde,GO,208,Adubo MAP,Fertilizantes,2024-07-29,12,210.0
616,125,André Ribeiro,Cascavel,PR,203,Herbicida Glifosato,Defensivos,2024-01-08,32,780.0
617,112,Patrícia Nogueira,Campo Grande,MS,204,Fungicida Triazol,Defensivos,2024-06-17,40,950.0
618,105,Pedro Lima,Londrina,PR,207,Inseticida Sistêmico,Defensivos,2024-02-14,2,680.0
619,111,Bruno Teixeira,Rio Verde,GO,201,Adubo NPK 20-05-20,Fertilizantes,2024-05-15,7,120.5
620,103,Carlos Pereira,Assis Chateaubriand,PR,204,Fungicida Triazol,Defensivos,2024-04-25,29,950.0
621,116,Tatiane Lopes,Maringá,PR,208,Adubo MAP,Fertilizantes,2024-11-15,18,210.0
622,110,Juliana Pires,Umuarama,PR,208,Adubo MAP,Fertilizantes,2024-05-24,36,210.0
623,117,Gustavo Azevedo,Rondonópolis,MT,203,Herbicida Glifosato,Defensivos,2024-11-01,30,780.0
624,117,Gustavo Azevedo,Cuiabá,MT,208,Adubo MAP,Fertilizantes,2024-07-10,11,210.0
625,115,Eduardo Rangel,Ourinhos,SP,205,Calcário Agrícola,Corretivos,2024-12-28,40,45.0
626,120,Larissa Cunha,Goioerê,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-01-02,26,120.5
627,112,Patrícia Nogueira,Piracicaba,SP,207,Inseticida Sistêmico,Defensivos,2024-09-30,21,680.0
628,120,Larissa Cunha,Assis Chateaubriand,PR,206,Sementes de Soja,Sementes,2024-08-30,5,420.0
629,122,Simone Araújo,Rio Verde,GO,206,Sementes de Soja,Sementes,2024-10-10,40,420.0
630,105,Pedro Lima,Patos de Minas,MG,207,Inseticida Sistêmico,Defensivos,2024-02-13,28,680.0
631,118,Aline Moreira,Uberlândia,MG,208,Adubo MAP,Fertilizantes,2024-01-14,22,210.0
632,118,Aline Moreira,Presidente Prudente,SP,204,Fungicida Triazol,Defensivos,2024-06-14,21,950.0
633,115,Eduardo Rangel,Assis Chateaubriand,PR,208,Adubo MAP,Fertilizantes,2024-12-20,28,210.0
634,119,Diego Fonseca,Assis Chateaubriand,PR,204,Fungicida Triazol,Defensivos,2024-01-16,20,950.0
635,113,Renato Farias,Curitiba,PR,208,Adubo MAP,Fertilizantes,2024-09-24,12,210.0
636,120,Larissa Cunha,Patos de Minas,MG,205,Calcário Agrícola,Corretivos,2024-11-08,28,45.0
637,102,Maria Souza,Rio Verde,GO,208,Adubo MAP,Fertilizantes,2024-05-16,18,210.0
638,104,Ana Martins,Umuarama,PR,208,Adubo MAP,Fertilizantes,2024-12-27,18,210.0
639,121,Felipe Guedes,Dourados,MS,205,Calcário Agrícola,Corretivos,2024-10-28,33,45.0
640,107,Lucas Rocha,Londrina,PR,205,Calcário Agrícola,Corretivos,2024-07-13,9,45.0
641,107,Lucas Rocha,Patos de Minas,MG,208,Adubo MAP,Fertilizantes,2024-10-17,12,210.0
642,119,Diego Fonseca,Toledo,PR,206,Sementes de Soja,Sementes,2024-01-31,1,420.0
643,102,Maria Souza,Ourinhos,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-10-20,5,120.5
644,125,André Ribeiro,Ourinhos,SP,206,Sementes de Soja,Sementes,2024-07-16,16,420.0
645,109,Marcos Vinícius,Uberlândia,MG,202,Sementes de Milho,Sementes,2024-03-10,28,350.0
646,103,Carlos Pereira,Goioerê,PR,204,Fungicida Triazol,Defensivos,2024-08-20,13,950.0
647,107,Lucas Rocha,Campo Grande,MS,203,Herbicida Glifosato,Defensivos,2024-05-09,11,780.0
648,112,Patrícia Nogueira,Cuiabá,MT,202,Sementes de Milho,Sementes,2024-07-31,33,350.0
649,114,Camila Barros,Rio Verde,GO,202,Sementes de Milho,Sementes,2024-08-11,9,350.0
650,105,Pedro Lima,Curitiba,PR,203,Herbicida Glifosato,Defensivos,2024-06-06,14,780.0
651,101,João Silva,Curitiba,PR,208,Adubo MAP,Fertilizantes,2024-07-30,34,210.0
652,102,Maria Souza,Umuarama,PR,207,Inseticida Sistêmico,Defensivos,2024-04-14,38,680.0
653,102,Maria Souza,Assis Chateaubriand,PR,205,Calcário Agrícola,Corretivos,2024-09-19,25,45.0
654,112,Patrícia Nogueira,Curitiba,PR,202,Sementes de Milho,Sementes,2024-07-16,27,350.0
655,124,Vanessa Pacheco,Uberlândia,MG,204,Fungicida Triazol,Defensivos,2024-02-01,4,950.0
656,124,Vanessa Pacheco,Campo Grande,MS,207,Inseticida Sistêmico,Defensivos,2024-09-23,32,680.0
657,107,Lucas Rocha,Rondonópolis,MT,207,Inseticida Sistêmico,Defensivos,2024-02-03,36,680.0
658,113,Renato Farias,Goioerê,PR,202,Sementes de Milho,Sementes,2024-04-07,9,350.0
659,112,Patrícia Nogueira,Dourados,MS,203,Herbicida Glifosato,Defensivos,2024-12-10,7,780.0
660,119,Diego Fonseca,Curitiba,PR,203,Herbicida Glifosato,Defensivos,2024-12-18,10,780.0
661,115,Eduardo Rangel,Rio Verde,GO,203,Herbicida Glifosato,Defensivos,2024-06-01,5,780.0
662,121,Felipe Guedes,Curitiba,PR,206,Sementes de Soja,Sementes,2024-01-25,8,420.0
663,114,Camila Barros,Umuarama,PR,204,Fungicida Triazol,Defensivos,2024-02-14,6,950.0
664,115,Eduardo Rangel,Curitiba,PR,208,Adubo MAP,Fertilizantes,2024-08-25,22,210.0
665,102,Maria Souza,Presidente Prudente,SP,204,Fungicida Triazol,Defensivos,2024-03-21,19,950.0
666,116,Tatiane Lopes,Londrina,PR,204,Fungicida Triazol,Defensivos,2024-11-15,3,950.0
667,109,Marcos Vinícius,Londrina,PR,208,Adubo MAP,Fertilizantes,2024-09-12,24,210.0
668,118,Aline Moreira,Toledo,PR,205,Calcário Agrícola,Corretivos,2024-04-12,26,45.0
669,113,Renato Farias,Rondonópolis,MT,207,Inseticida Sistêmico,Defensivos,2024-03-31,17,680.0
670,121,Felipe Guedes,Campo Grande,MS,202,Sementes de Milho,Sementes,2024-07-23,8,350.0
671,123,Rodrigo Mello,Piracicaba,SP,208,Adubo MAP,Fertilizantes,2024-09-17,5,210.0
672,108,Fernanda Alves,Campo Grande,MS,206,Sementes de Soja,Sementes,2024-07-22,26,420.0
673,124,Vanessa Pacheco,Londrina,PR,203,Herbicida Glifosato,Defensivos,2024-07-21,33,780.0
674,120,Larissa Cunha,Jataí,GO,206,Sementes de Soja,Sementes,2024-08-10,24,420.0
675,104,Ana Martins,Patos de Minas,MG,205,Calcário Agrícola,Corretivos,2024-08-06,25,45.0
676,112,Patrícia Nogueira,Uberlândia,MG,204,Fungicida Triazol,Defensivos,2024-12-07,30,950.0
677,117,Gustavo Azevedo,Umuarama,PR,202,Sementes de Milho,Sementes,2024-03-21,29,350.0
678,112,Patrícia Nogueira,Ribeirão Preto,SP,202,Sementes de Milho,Sementes,2024-06-20,12,350.0
679,102,Maria Souza,Uberlândia,MG,205,Calcário Agrícola,Corretivos,2024-01-24,4,45.0
680,105,Pedro Lima,Umuarama,PR,206,Sementes de Soja,Sementes,2024-05-16,40,420.0
681,120,Larissa Cunha,Presidente Prudente,SP,207,Inseticida Sistêmico,Defensivos,2024-12-30,17,680.0
682,121,Felipe Guedes,Maringá,PR,206,Sementes de Soja,Sementes,2024-12-19,6,420.0
683,104,Ana Martins,Curitiba,PR,206,Sementes de Soja,Sementes,2024-02-17,5,420.0
684,101,João Silva,Ribeirão Preto,SP,207,Inseticida Sistêmico,Defensivos,2024-04-16,4,680.0
685,124,Vanessa Pacheco,Presidente Prudente,SP,206,Sementes de Soja,Sementes,2024-10-12,7,420.0
686,117,Gustavo Azevedo,Cuiabá,MT,208,Adubo MAP,Fertilizantes,2024-08-01,10,210.0
687,107,Lucas Rocha,Londrina,PR,202,Sementes de Milho,Sementes,2024-03-13,23,350.0
688,115,Eduardo Rangel,Ourinhos,SP,208,Adubo MAP,Fertilizantes,2024-03-26,30,210.0
689,123,Rodrigo Mello,Maringá,PR,206,Sementes de Soja,Sementes,2024-04-04,3,420.0
690,101,João Silva,Uberlândia,MG,204,Fungicida Triazol,Defensivos,2024-10-16,39,950.0
691,104,Ana Martins,Ribeirão Preto,SP,206,Sementes de Soja,Sementes,2024-09-14,3,420.0
692,121,Felipe Guedes,Campo Grande,MS,207,Inseticida Sistêmico,Defensivos,2024-02-17,17,680.0
693,112,Patrícia Nogueira,Rondonópolis,MT,207,Inseticida Sistêmico,Defensivos,2024-11-18,11,680.0
694,113,Renato Farias,Curitiba,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-04-13,22,120.5
695,113,Renato Farias,Cascavel,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-01-24,34,120.5
696,109,Marcos Vinícius,Londrina,PR,207,Inseticida Sistêmico,Defensivos,2024-09-21,31,680.0
697,114,Camila Barros,Umuarama,PR,205,Calcário Agrícola,Corretivos,2024-02-25,29,45.0
698,117,Gustavo Azevedo,Toledo,PR,206,Sementes de Soja,Sementes,2024-08-01,30,420.0
699,110,Juliana Pires,Rondonópolis,MT,201,Adubo NPK 20-05-20,Fertilizantes,2024-09-09,20,120.5
700,120,Larissa Cunha,Ourinhos,SP,202,Sementes de Milho,Sementes,2024-06-09,37,350.0
701,117,Gustavo Azevedo,Rondonópolis,MT,203,Herbicida Glifosato,Defensivos,2024-12-31,14,780.0
702,101,João Silva,Piracicaba,SP,206,Sementes de Soja,Sementes,2024-12-29,15,420.0
703,125,André Ribeiro,Cascavel,PR,203,Herbicida Glifosato,Defensivos,2024-01-10,40,780.0
704,117,Gustavo Azevedo,Curitiba,PR,207,Inseticida Sistêmico,Defensivos,2024-03-05,21,680.0
705,119,Diego Fonseca,Londrina,PR,208,Adubo MAP,Fertilizantes,2024-08-30,31,210.0
706,107,Lucas Rocha,Ourinhos,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-09-27,18,120.5
707,117,Gustavo Azevedo,Goioerê,PR,204,Fungicida Triazol,Defensivos,2024-07-15,2,950.0
708,108,Fernanda Alves,Uberlândia,MG,207,Inseticida Sistêmico,Defensivos,2024-01-06,14,680.0
709,118,Aline Moreira,Patos de Minas,MG,207,Inseticida Sistêmico,Defensivos,2024-10-24,38,680.0
710,124,Vanessa Pacheco,Cascavel,PR,208,Adubo MAP,Fertilizantes,2024-02-25,37,210.0
711,102,Maria Souza,Campo Grande,MS,207,Inseticida Sistêmico,Defensivos,2024-02-10,9,680.0
712,103,Carlos Pereira,Rondonópolis,MT,205,Calcário Agrícola,Corretivos,2024-03-08,40,45.0
713,107,Lucas Rocha,Londrina,PR,203,Herbicida Glifosato,Defensivos,2024-01-15,4,780.0
714,115,Eduardo Rangel,Rio Verde,GO,203,Herbicida Glifosato,Defensivos,2024-12-29,19,780.0
715,123,Rodrigo Mello,Cuiabá,MT,202,Sementes de Milho,Sementes,2024-08-01,9,350.0
716,116,Tatiane Lopes,Ribeirão Preto,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-01-09,26,120.5
717,106,Rafael Costa,Campo Grande,MS,206,Sementes de Soja,Sementes,2024-11-29,35,420.0
718,118,Aline Moreira,Campo Grande,MS,208,Adubo MAP,Fertilizantes,2024-04-04,17,210.0
719,117,Gustavo Azevedo,Jataí,GO,202,Sementes de Milho,Sementes,2024-09-25,4,350.0
720,109,Marcos Vinícius,Londrina,PR,207,Inseticida Sistêmico,Defensivos,2024-08-22,35,680.0
721,112,Patrícia Nogueira,Dourados,MS,204,Fungicida Triazol,Defensivos,2024-04-05,15,950.0
722,101,João Silva,Umuarama,PR,204,Fungicida Triazol,Defensivos,2024-06-30,31,950.0
723,123,Rodrigo Mello,Assis Chateaubriand,PR,203,Herbicida Glifosato,Defensivos,2024-06-03,30,780.0
724,119,Diego Fonseca,Presidente Prudente,SP,205,Calcário Agrícola,Corretivos,2024-12-14,25,45.0
725,120,Larissa Cunha,Ourinhos,SP,204,Fungicida Triazol,Defensivos,2024-08-10,13,950.0
726,109,Marcos Vinícius,Presidente Prudente,SP,202,Sementes de Milho,Sementes,2024-06-04,4,350.0
727,106,Rafael Costa,Rondonópolis,MT,206,Sementes de Soja,Sementes,2024-04-30,38,420.0
728,119,Diego Fonseca,Goioerê,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-05-27,6,120.5
729,120,Larissa Cunha,Presidente Prudente,SP,205,Calcário Agrícola,Corretivos,2024-03-14,6,45.0
730,104,Ana Martins,Toledo,PR,206,Sementes de Soja,Sementes,2024-09-06,15,420.0
731,120,Larissa Cunha,Patos de Minas,MG,206,Sementes de Soja,Sementes,2024-04-05,32,420.0
732,110,Juliana Pires,Campo Grande,MS,206,Sementes de Soja,Sementes,2024-03-21,6,420.0
733,109,Marcos Vinícius,Presidente Prudente,SP,206,Sementes de Soja,Sementes,2024-07-14,36,420.0
734,112,Patrícia Nogueira,Presidente Prudente,SP,205,Calcário Agrícola,Corretivos,2024-06-27,16,45.0
735,102,Maria Souza,Ourinhos,SP,205,Calcário Agrícola,Corretivos,2024-10-09,21,45.0
736,108,Fernanda Alves,Ribeirão Preto,SP,208,Adubo MAP,Fertilizantes,2024-08-28,39,210.0
737,121,Felipe Guedes,Assis Chateaubriand,PR,202,Sementes de Milho,Sementes,2024-06-25,35,350.0
738,105,Pedro Lima,Uberlândia,MG,206,Sementes de Soja,Sementes,2024-05-31,4,420.0
739,104,Ana Martins,Ourinhos,SP,208,Adubo MAP,Fertilizantes,2024-05-12,25,210.0
740,108,Fernanda Alves,Ribeirão Preto,SP,204,Fungicida Triazol,Defensivos,2024-03-01,27,950.0
741,102,Maria Souza,Cuiabá,MT,207,Inseticida Sistêmico,Defensivos,2024-04-04,7,680.0
742,117,Gustavo Azevedo,Presidente Prudente,SP,204,Fungicida Triazol,Defensivos,2024-10-23,28,950.0
743,117,Gustavo Azevedo,Presidente Prudente,SP,206,Sementes de Soja,Sementes,2024-01-06,28,420.0
744,120,Larissa Cunha,Maringá,PR,208,Adubo MAP,Fertilizantes,2024-09-17,2,210.0
745,111,Bruno Teixeira,Rondonópolis,MT,208,Adubo MAP,Fertilizantes,2024-05-24,39,210.0
746,105,Pedro Lima,Londrina,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-09-19,37,120.5
747,120,Larissa Cunha,Rondonópolis,MT,207,Inseticida Sistêmico,Defensivos,2024-03-05,36,680.0
748,125,André Ribeiro,Rio Verde,GO,203,Herbicida Glifosato,Defensivos,2024-04-23,12,780.0
749,101,João Silva,Maringá,PR,203,Herbicida Glifosato,Defensivos,2024-12-17,26,780.0
750,113,Renato Farias,Jataí,GO,203,Herbicida Glifosato,Defensivos,2024-06-18,17,780.0
751,110,Juliana Pires,Ourinhos,SP,205,Calcário Agrícola,Corretivos,2024-08-14,19,45.0
752,102,Maria Souza,Londrina,PR,204,Fungicida Triazol,Defensivos,2024-03-18,8,950.0
753,123,Rodrigo Mello,Cuiabá,MT,207,Inseticida Sistêmico,Defensivos,2024-08-23,34,680.0
754,110,Juliana Pires,Dourados,MS,205,Calcário Agrícola,Corretivos,2024-05-12,5,45.0
755,117,Gustavo Azevedo,Goioerê,PR,208,Adubo MAP,Fertilizantes,2024-10-22,7,210.0
756,106,Rafael Costa,Goioerê,PR,206,Sementes de Soja,Sementes,2024-11-06,16,420.0
757,112,Patrícia Nogueira,Cascavel,PR,206,Sementes de Soja,Sementes,2024-09-06,5,420.0
758,107,Lucas Rocha,Umuarama,PR,206,Sementes de Soja,Sementes,2024-06-08,9,420.0
759,120,Larissa Cunha,Rondonópolis,MT,208,Adubo MAP,Fertilizantes,2024-07-22,13,210.0
760,117,Gustavo Azevedo,Ourinhos,SP,203,Herbicida Glifosato,Defensivos,2024-12-11,11,780.0
761,110,Juliana Pires,Ourinhos,SP,205,Calcário Agrícola,Corretivos,2024-03-31,31,45.0
762,123,Rodrigo Mello,Umuarama,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-01-23,19,120.5
763,124,Vanessa Pacheco,Ribeirão Preto,SP,204,Fungicida Triazol,Defensivos,2024-05-15,14,950.0
764,124,Vanessa Pacheco,Uberlândia,MG,201,Adubo NPK 20-05-20,Fertilizantes,2024-08-22,32,120.5
765,101,João Silva,Dourados,MS,201,Adubo NPK 20-05-20,Fertilizantes,2024-11-13,40,120.5
766,108,Fernanda Alves,Curitiba,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-12-02,9,120.5
767,103,Carlos Pereira,Assis Chateaubriand,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-01-06,29,120.5
768,105,Pedro Lima,Dourados,MS,207,Inseticida Sistêmico,Defensivos,2024-04-11,28,680.0
769,103,Carlos Pereira,Piracicaba,SP,204,Fungicida Triazol,Defensivos,2024-06-22,13,950.0
770,124,Vanessa Pacheco,Assis Chateaubriand,PR,202,Sementes de Milho,Sementes,2024-02-12,21,350.0
771,102,Maria Souza,Cascavel,PR,206,Sementes de Soja,Sementes,2024-08-18,13,420.0
